year_month,state,district,biometric_total
2025-04,Punjab,Sri Muktsar Sahib,697
2025-04,Punjab,Tarn Taran,933
2025-04,Rajasthan,Ajmer,1619
2025-04,Rajasthan,Alwar,3948
2025-04,Rajasthan,Balotra,1
2025-04,Rajasthan,Banswara,894
2025-04,Rajasthan,Baran,1436
2025-04,Rajasthan,Barmer,2114
2025-04,Rajasthan,Beawar,1
2025-04,Rajasthan,Bharatpur,1987
2025-04,Rajasthan,Bhilwara,1894
2025-04,Rajasthan,Bikaner,1693
2025-04,Rajasthan,Bundi,1017
2025-04,Rajasthan,Chittaurgarh,26
2025-04,Rajasthan,Chittorgarh,973
2025-04,Rajasthan,Churu,1882
2025-04,Rajasthan,Dausa,1353
2025-04,Rajasthan,Deeg ,1
2025-04,Rajasthan,Dhaulpur,7
2025-04,Rajasthan,Dholpur,1112
2025-04,Rajasthan,Dungarpur,960
2025-04,Rajasthan,Ganganagar,1571
2025-04,Rajasthan,Hanumangarh,1348
2025-04,Rajasthan,Jaipur,3903
2025-04,Rajasthan,Jaisalmer,459
2025-04,Rajasthan,Jalor,1165
2025-04,Rajasthan,Jhalawar,1280
2025-04,Rajasthan,Jhunjhunu,36
2025-04,Rajasthan,Jhunjhunun,1373
2025-04,Rajasthan,Jodhpur,2092
2025-04,Rajasthan,Karauli,1108
2025-04,Rajasthan,Khairthal-Tijara,2
2025-04,Rajasthan,Kota,1195
2025-04,Rajasthan,Nagaur,2194
2025-04,Rajasthan,Pali,1623
2025-04,Rajasthan,Pratapgarh,569
2025-04,Rajasthan,Rajsamand,780
2025-04,Rajasthan,Sawai Madhopur,1082
2025-04,Rajasthan,Sikar,2275
2025-04,Rajasthan,Sirohi,887
2025-04,Rajasthan,Tonk,1329
2025-04,Rajasthan,Udaipur,2475
2025-04,Sikkim,East,43
2025-04,Sikkim,East Sikkim,40
2025-04,Sikkim,North,2
2025-04,Sikkim,North Sikkim,13
2025-04,Sikkim,South,39
2025-04,Sikkim,South Sikkim,17
2025-04,Sikkim,West,20
2025-04,Sikkim,West Sikkim,21
2025-04,Tamil Nadu,Ariyalur,583
2025-04,Tamil Nadu,Chengalpattu,135
2025-04,Tamil Nadu,Chennai,3828
2025-04,Tamil Nadu,Coimbatore,2325
2025-04,Tamil Nadu,Cuddalore,3045
2025-04,Tamil Nadu,Dharmapuri,1603
2025-04,Tamil Nadu,Dindigul,2392
2025-04,Tamil Nadu,Erode,2733
2025-04,Tamil Nadu,Kallakurichi,90
2025-04,Tamil Nadu,Kancheepuram,4408
2025-04,Tamil Nadu,Kanniyakumari,1269
2025-04,Tamil Nadu,Kanyakumari,685
2025-04,Tamil Nadu,Karur,906
2025-04,Tamil Nadu,Krishnagiri,2989
2025-04,Tamil Nadu,Madurai,3670
2025-04,Tamil Nadu,Mayiladuthurai,88
2025-04,Tamil Nadu,Nagapattinam,1562
2025-04,Tamil Nadu,Namakkal,2325
2025-04,Tamil Nadu,Perambalur,832
2025-04,Tamil Nadu,Pudukkottai,2424
2025-04,Tamil Nadu,Ramanathapuram,1650
2025-04,Tamil Nadu,Ranipet,26
2025-04,Tamil Nadu,Salem,3504
2025-04,Tamil Nadu,Sivaganga,1792
2025-04,Tamil Nadu,Tenkasi,285
2025-04,Tamil Nadu,Thanjavur,2662
2025-04,Tamil Nadu,The Nilgiris,855
2025-04,Tamil Nadu,Theni,1574
2025-04,Tamil Nadu,Thiruvallur,78
2025-04,Tamil Nadu,Thiruvarur,1777
2025-04,Tamil Nadu,Thoothukkudi,3369
2025-04,Tamil Nadu,Tiruchirappalli,3889
2025-04,Tamil Nadu,Tirunelveli,4670
2025-04,Tamil Nadu,Tirupathur,1
2025-04,Tamil Nadu,Tirupattur,328
2025-04,Tamil Nadu,Tiruppur,2755
2025-04,Tamil Nadu,Tiruvallur,4957
2025-04,Tamil Nadu,Tiruvannamalai,2281
2025-04,Tamil Nadu,Tuticorin,2
2025-04,Tamil Nadu,Vellore,4533
2025-04,Tamil Nadu,Villupuram,3019
2025-04,Tamil Nadu,Viluppuram,1512
2025-04,Tamil Nadu,Virudhunagar,2967
2025-04,Telangana,Adilabad,2094
2025-04,Telangana,Bhadradri Kothagudem,646
2025-04,Telangana,Hanumakonda,140
2025-04,Telangana,Hyderabad,5287
2025-04,Telangana,Jagitial,318
2025-04,Telangana,Jangaon,9
2025-04,Telangana,Jangoan,200
2025-04,Telangana,Jayashankar Bhupalpally,94
2025-04,Telangana,Jogulamba Gadwal,274
2025-04,Telangana,K.v. Rangareddy,5363
2025-04,Telangana,Kamareddy,398
2025-04,Telangana,Karimnagar,3155
2025-04,Telangana,Khammam,1599
2025-04,Telangana,Komaram Bheem,244
2025-04,Telangana,Mahabubabad,283
2025-04,Telangana,Mahabubnagar,4507
2025-04,Telangana,Mancherial,360
2025-04,Telangana,Medak,3222
2025-04,Telangana,Medchal-malkajgiri,635
2025-04,Telangana,Medchal−malkajgiri,195
2025-04,Telangana,Mulugu,120
2025-04,Telangana,Nagarkurnool,312
2025-04,Telangana,Nalgonda,3138
2025-04,Telangana,Narayanpet,153
2025-04,Telangana,Nirmal,401
2025-04,Telangana,Nizamabad,2600
2025-04,Telangana,Peddapalli,120
2025-04,Telangana,Rajanna Sircilla,153
2025-04,Telangana,Rangareddy,40
2025-04,Telangana,Sangareddy,637
2025-04,Telangana,Siddipet,642
2025-04,Telangana,Suryapet,450
2025-04,Telangana,Vikarabad,382
2025-04,Telangana,Wanaparthy,290
2025-04,Telangana,Warangal,2303
2025-04,Telangana,Warangal Rural,226
2025-04,Telangana,Warangal Urban,224
2025-04,Telangana,Yadadri.,322
2025-04,Tripura,Dhalai,459
2025-04,Tripura,Dhalai  *,13
2025-04,Tripura,Gomati,342
2025-04,Tripura,Khowai,164
2025-04,Tripura,North Tripura,874
2025-04,Tripura,Sepahijala,340
2025-04,Tripura,South Tripura,1080
2025-04,Tripura,Unakoti,190
2025-04,Tripura,West Tripura,1508
2025-04,Uttar Pradesh,Agra,2301
2025-04,Uttar Pradesh,Aligarh,2111
2025-04,Uttar Pradesh,Allahabad,2888
2025-04,Uttar Pradesh,Ambedkar Nagar,1194
2025-04,Uttar Pradesh,Amethi,1262
2025-04,Uttar Pradesh,Amroha,1223
2025-04,Uttar Pradesh,Auraiya,775
2025-04,Uttar Pradesh,Ayodhya,117
2025-04,Uttar Pradesh,Azamgarh,2610
2025-04,Uttar Pradesh,Baghpat,666
2025-04,Uttar Pradesh,Bagpat,1
2025-04,Uttar Pradesh,Bahraich,2588
2025-04,Uttar Pradesh,Ballia,1702
2025-04,Uttar Pradesh,Balrampur,1570
2025-04,Uttar Pradesh,Banda,1122
2025-04,Uttar Pradesh,Bara Banki,2052
2025-04,Uttar Pradesh,Barabanki,81
2025-04,Uttar Pradesh,Bareilly,2401
2025-04,Uttar Pradesh,Basti,1482
2025-04,Uttar Pradesh,Bhadohi,77
2025-04,Uttar Pradesh,Bijnor,2677
2025-04,Uttar Pradesh,Budaun,1511
2025-04,Uttar Pradesh,Bulandshahar,5
2025-04,Uttar Pradesh,Bulandshahr,1897
2025-04,Uttar Pradesh,Chandauli,985
2025-04,Uttar Pradesh,Chitrakoot,829
2025-04,Uttar Pradesh,Deoria,1624
2025-04,Uttar Pradesh,Etah,832
2025-04,Uttar Pradesh,Etawah,943
2025-04,Uttar Pradesh,Faizabad,1295
2025-04,Uttar Pradesh,Farrukhabad,1132
2025-04,Uttar Pradesh,Fatehpur,1339
2025-04,Uttar Pradesh,Firozabad,1293
2025-04,Uttar Pradesh,Gautam Buddha Nagar,816
2025-04,Uttar Pradesh,Ghaziabad,1842
2025-04,Uttar Pradesh,Ghazipur,1819
2025-04,Uttar Pradesh,Gonda,1612
2025-04,Uttar Pradesh,Gorakhpur,2154
2025-04,Uttar Pradesh,Hamirpur,653
2025-04,Uttar Pradesh,Hapur,722
2025-04,Uttar Pradesh,Hardoi,2342
2025-04,Uttar Pradesh,Hathras,893
2025-04,Uttar Pradesh,Jalaun,863
2025-04,Uttar Pradesh,Jaunpur,2647
2025-04,Uttar Pradesh,Jhansi,1321
2025-04,Uttar Pradesh,Jyotiba Phule Nagar,4
2025-04,Uttar Pradesh,Kannauj,873
2025-04,Uttar Pradesh,Kanpur Dehat,937
2025-04,Uttar Pradesh,Kanpur Nagar,2152
2025-04,Uttar Pradesh,Kasganj,1054
2025-04,Uttar Pradesh,Kaushambi,1166
2025-04,Uttar Pradesh,Kheri,2559
2025-04,Uttar Pradesh,Kushinagar,2120
2025-04,Uttar Pradesh,Kushinagar *,3
2025-04,Uttar Pradesh,Lalitpur,963
2025-04,Uttar Pradesh,Lucknow,2344
2025-04,Uttar Pradesh,Maharajganj,1464
2025-04,Uttar Pradesh,Mahoba,665
2025-04,Uttar Pradesh,Mahrajganj,1
2025-04,Uttar Pradesh,Mainpuri,1049
2025-04,Uttar Pradesh,Mathura,1485
2025-04,Uttar Pradesh,Mau,1251
2025-04,Uttar Pradesh,Meerut,1897
2025-04,Uttar Pradesh,Mirzapur,1249
2025-04,Uttar Pradesh,Moradabad,1813
2025-04,Uttar Pradesh,Muzaffarnagar,1650
2025-04,Uttar Pradesh,Pilibhit,1367
2025-04,Uttar Pradesh,Pratapgarh,1484
2025-04,Uttar Pradesh,Prayagraj,199
2025-04,Uttar Pradesh,Rae Bareli,1384
2025-04,Uttar Pradesh,Rampur,1342
2025-04,Uttar Pradesh,Saharanpur,2271
2025-04,Uttar Pradesh,Sambhal,1586
2025-04,Uttar Pradesh,Sant Kabir Nagar,1250
2025-04,Uttar Pradesh,Sant Ravidas Nagar,865
2025-04,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,8
2025-04,Uttar Pradesh,Shahjahanpur,1936
2025-04,Uttar Pradesh,Shamli,1056
2025-04,Uttar Pradesh,Shrawasti,667
2025-04,Uttar Pradesh,Siddharthnagar,1490
2025-04,Uttar Pradesh,Sitapur,2563
2025-04,Uttar Pradesh,Sonbhadra,1097
2025-04,Uttar Pradesh,Sultanpur,1329
2025-04,Uttar Pradesh,Unnao,1698
2025-04,Uttar Pradesh,Varanasi,2579
2025-04,Uttarakhand,Almora,622
2025-04,Uttarakhand,Bageshwar,290
2025-04,Uttarakhand,Chamoli,397
2025-04,Uttarakhand,Champawat,345
2025-04,Uttarakhand,Dehradun,2101
2025-04,Uttarakhand,Garhwal,10
2025-04,Uttarakhand,Hardwar,33
2025-04,Uttarakhand,Haridwar,2870
2025-04,Uttarakhand,Nainital,1493
2025-04,Uttarakhand,Pauri Garhwal,627
2025-04,Uttarakhand,Pithoragarh,436
2025-04,Uttarakhand,Rudraprayag,281
2025-04,Uttarakhand,Tehri Garhwal,996
2025-04,Uttarakhand,Udham Singh Nagar,3107
2025-04,Uttarakhand,Uttarkashi,387
2025-04,WESTBENGAL,HOOGHLY,1
2025-04,West  Bengal,Hooghly,1
2025-04,West Bangal,Howrah,2
2025-04,West Bengal,Alipurduar,115
2025-04,West Bengal,Bankura,2092
2025-04,West Bengal,Barddhaman,3642
2025-04,West Bengal,Bardhaman,372
2025-04,West Bengal,Birbhum,2564
2025-04,West Bengal,Cooch Behar,661
2025-04,West Bengal,Dakshin Dinajpur,765
2025-04,West Bengal,Darjeeling,652
2025-04,West Bengal,Darjiling,46
2025-04,West Bengal,East Midnapore,515
2025-04,West Bengal,East Midnapur,1
2025-04,West Bengal,Haora,494
2025-04,West Bengal,Hawrah,1
2025-04,West Bengal,Hooghly,2697
2025-04,West Bengal,Howrah,1545
2025-04,West Bengal,Hugli,21
2025-04,West Bengal,Jalpaiguri,1460
2025-04,West Bengal,Jhargram,63
2025-04,West Bengal,Kalimpong,22
2025-04,West Bengal,Koch Bihar,264
2025-04,West Bengal,Kolkata,1750
2025-04,West Bengal,MALDA,1
2025-04,West Bengal,Malda,1975
2025-04,West Bengal,Maldah,344
2025-04,West Bengal,Medinipur,2
2025-04,West Bengal,Murshidabad,4231
2025-04,West Bengal,Nadia,2393
2025-04,West Bengal,North 24 Parganas,3958
2025-04,West Bengal,North Dinajpur,35
2025-04,West Bengal,North Twenty Four Parganas,315
2025-04,West Bengal,Paschim Bardhaman,191
2025-04,West Bengal,Paschim Medinipur,3088
2025-04,West Bengal,Purba Bardhaman,262
2025-04,West Bengal,Purba Medinipur,2519
2025-04,West Bengal,Purulia,95
2025-04,West Bengal,Puruliya,1851
2025-04,West Bengal,South 24 Parganas,4072
2025-04,West Bengal,South Dinajpur,63
2025-04,West Bengal,South Twenty Four Parganas,711
2025-04,West Bengal,Uttar Dinajpur,1882
2025-04,West Bengal,West Midnapore,472
2025-04,West Bengal,hooghly,2
2025-04,West Bengal,nadia,1
2025-04,West bengal,hooghly,1
2025-04,Westbengal,Hooghly,1
2025-04,andhra pradesh,chittoor,1
2025-05,Andaman & Nicobar Islands,Andamans,37
2025-05,Andaman & Nicobar Islands,South Andaman,21
2025-05,Andaman and Nicobar Islands,Nicobar,40
2025-05,Andaman and Nicobar Islands,North And Middle Andaman,81
2025-05,Andaman and Nicobar Islands,South Andaman,173
2025-05,Andhra Pradesh,Adilabad,629
2025-05,Andhra Pradesh,Alluri Sitharama Raju,299
2025-05,Andhra Pradesh,Anakapalli,60
2025-05,Andhra Pradesh,Anantapur,1321
2025-05,Andhra Pradesh,Ananthapur,665
2025-05,Andhra Pradesh,Ananthapuramu,650
2025-05,Andhra Pradesh,Annamayya,117
2025-05,Andhra Pradesh,Bapatla,106
2025-05,Andhra Pradesh,Chittoor,3574
2025-05,Andhra Pradesh,Cuddapah,2277
2025-05,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,117
2025-05,Andhra Pradesh,East Godavari,3604
2025-05,Andhra Pradesh,Eluru,92
2025-05,Andhra Pradesh,Guntur,3119
2025-05,Andhra Pradesh,Hyderabad,975
2025-05,Andhra Pradesh,K.V.Rangareddy,8
2025-05,Andhra Pradesh,K.v. Rangareddy,6
2025-05,Andhra Pradesh,Kakinada,144
2025-05,Andhra Pradesh,Karim Nagar,33
2025-05,Andhra Pradesh,Karimnagar,223
2025-05,Andhra Pradesh,Khammam,343
2025-05,Andhra Pradesh,Krishna,2702
2025-05,Andhra Pradesh,Kurnool,3255
2025-05,Andhra Pradesh,Mahabub Nagar,230
2025-05,Andhra Pradesh,Mahabubnagar,4
2025-05,Andhra Pradesh,Mahbubnagar,186
2025-05,Andhra Pradesh,Medak,280
2025-05,Andhra Pradesh,N. T. R,151
2025-05,Andhra Pradesh,Nalgonda,435
2025-05,Andhra Pradesh,Nandyal,112
2025-05,Andhra Pradesh,Nellore,1402
2025-05,Andhra Pradesh,Nizamabad,104
2025-05,Andhra Pradesh,Palnadu,94
2025-05,Andhra Pradesh,Parvathipuram Manyam,94
2025-05,Andhra Pradesh,Prakasam,2081
2025-05,Andhra Pradesh,Rangareddi,493
2025-05,Andhra Pradesh,Sri Potti Sriramulu Nellore,89
2025-05,Andhra Pradesh,Sri Sathya Sai,127
2025-05,Andhra Pradesh,Srikakulam,1621
2025-05,Andhra Pradesh,Tirupati,106
2025-05,Andhra Pradesh,Visakhapatnam,3470
2025-05,Andhra Pradesh,Vizianagaram,1285
2025-05,Andhra Pradesh,Warangal,577
2025-05,Andhra Pradesh,West Godavari,2115
2025-05,Andhra Pradesh,Y. S. R,103
2025-05,Arunachal Pradesh,Anjaw,18
2025-05,Arunachal Pradesh,Changlang,199
2025-05,Arunachal Pradesh,Dibang Valley,3
2025-05,Arunachal Pradesh,East Kameng,150
2025-05,Arunachal Pradesh,East Siang,67
2025-05,Arunachal Pradesh,Kamle,3
2025-05,Arunachal Pradesh,Kra Daadi,11
2025-05,Arunachal Pradesh,Kurung Kumey,28
2025-05,Arunachal Pradesh,Leparada,4
2025-05,Arunachal Pradesh,Lohit,51
2025-05,Arunachal Pradesh,Longding,36
2025-05,Arunachal Pradesh,Lower Dibang Valley,25
2025-05,Arunachal Pradesh,Lower Siang,27
2025-05,Arunachal Pradesh,Lower Subansiri,34
2025-05,Arunachal Pradesh,Namsai,110
2025-05,Arunachal Pradesh,Pakke Kessang,3
2025-05,Arunachal Pradesh,Papum Pare,111
2025-05,Arunachal Pradesh,Shi-yomi,4
2025-05,Arunachal Pradesh,Siang,12
2025-05,Arunachal Pradesh,Tawang,16
2025-05,Arunachal Pradesh,Tirap,45
2025-05,Arunachal Pradesh,Upper Siang,20
2025-05,Arunachal Pradesh,Upper Subansiri,70
2025-05,Arunachal Pradesh,West Kameng,95
2025-05,Arunachal Pradesh,West Siang,103
2025-05,Assam,Bajali,1
2025-05,Assam,Baksa,279
2025-05,Assam,Barpeta,1543
2025-05,Assam,Biswanath,195
2025-05,Assam,Bongaigaon,488
2025-05,Assam,Cachar,1005
2025-05,Assam,Charaideo,154
2025-05,Assam,Chirang,405
2025-05,Assam,Darrang,499
2025-05,Assam,Dhemaji,280
2025-05,Assam,Dhubri,1100
2025-05,Assam,Dibrugarh,305
2025-05,Assam,Dima Hasao,1
2025-05,Assam,Goalpara,608
2025-05,Assam,Golaghat,347
2025-05,Assam,Hailakandi,322
2025-05,Assam,Hojai,626
2025-05,Assam,Jorhat,264
2025-05,Assam,Kamrup,620
2025-05,Assam,Kamrup Metro,378
2025-05,Assam,Karbi Anglong,1134
2025-05,Assam,Karimganj,740
2025-05,Assam,Kokrajhar,477
2025-05,Assam,Lakhimpur,518
2025-05,Assam,Majuli,42
2025-05,Assam,Marigaon,472
2025-05,Assam,Nagaon,1914
2025-05,Assam,Nalbari,522
2025-05,Assam,North Cachar Hills,37
2025-05,Assam,Sibsagar,176
2025-05,Assam,Sonitpur,425
2025-05,Assam,South Salmara Mankachar,85
2025-05,Assam,Sribhumi,19
2025-05,Assam,Tamulpur District,2
2025-05,Assam,Tinsukia,391
2025-05,Assam,Udalguri,239
2025-05,Assam,West Karbi Anglong,105
2025-05,Bihar,Araria,1307
2025-05,Bihar,Arwal,393
2025-05,Bihar,Aurangabad,1039
2025-05,Bihar,Aurangabad(bh),8
2025-05,Bihar,Banka,1044
2025-05,Bihar,Begusarai,1198
2025-05,Bihar,Bhabua,1
2025-05,Bihar,Bhagalpur,1433
2025-05,Bihar,Bhojpur,793
2025-05,Bihar,Buxar,546
2025-05,Bihar,Darbhanga,2147
2025-05,Bihar,East Champaran,1799
2025-05,Bihar,Gaya,1695
2025-05,Bihar,Gopalganj,949
2025-05,Bihar,Jamui,783
2025-05,Bihar,Jehanabad,377
2025-05,Bihar,Kaimur (Bhabua),785
2025-05,Bihar,Katihar,1817
2025-05,Bihar,Khagaria,726
2025-05,Bihar,Kishanganj,1789
2025-05,Bihar,Lakhisarai,471
2025-05,Bihar,Madhepura,1221
2025-05,Bihar,Madhubani,2503
2025-05,Bihar,Monghyr,5
2025-05,Bihar,Munger,440
2025-05,Bihar,Muzaffarpur,1887
2025-05,Bihar,Nalanda,893
2025-05,Bihar,Nawada,777
2025-05,Bihar,Pashchim Champaran,9
2025-05,Bihar,Patna,1737
2025-05,Bihar,Purba Champaran,5
2025-05,Bihar,Purnea,48
2025-05,Bihar,Purnia,1976
2025-05,Bihar,Rohtas,1025
2025-05,Bihar,Saharsa,1067
2025-05,Bihar,Samastipur,1725
2025-05,Bihar,Samstipur,8
2025-05,Bihar,Saran,1452
2025-05,Bihar,Sheikhpura,411
2025-05,Bihar,Sheikpura,1
2025-05,Bihar,Sheohar,279
2025-05,Bihar,Sitamarhi,1486
2025-05,Bihar,Siwan,1117
2025-05,Bihar,Supaul,983
2025-05,Bihar,Vaishali,1436
2025-05,Bihar,West Champaran,1614
2025-05,Chandigarh,Chandigarh,557
2025-05,Chandigarh,Rupnagar,1
2025-05,Chhattisgarh,Balod,1006
2025-05,Chhattisgarh,Baloda Bazar,1742
2025-05,Chhattisgarh,Balrampur,606
2025-05,Chhattisgarh,Bastar,991
2025-05,Chhattisgarh,Bemetara,1073
2025-05,Chhattisgarh,Bijapur,375
2025-05,Chhattisgarh,Bilaspur,2048
2025-05,Chhattisgarh,Dakshin Bastar Dantewada,279
2025-05,Chhattisgarh,Dantewada,234
2025-05,Chhattisgarh,Dhamtari,1188
2025-05,Chhattisgarh,Durg,2348
2025-05,Chhattisgarh,Gariyaband,672
2025-05,Chhattisgarh,Gaurela-pendra-marwahi,15
2025-05,Chhattisgarh,Janjgir - Champa,2
2025-05,Chhattisgarh,Janjgir Champa,7
2025-05,Chhattisgarh,Janjgir-champa,1557
2025-05,Chhattisgarh,Jashpur,1080
2025-05,Chhattisgarh,Kabeerdham,466
2025-05,Chhattisgarh,Kanker,655
2025-05,Chhattisgarh,Kawardha,789
2025-05,Chhattisgarh,Khairagarh Chhuikhadan Gandai,5
2025-05,Chhattisgarh,Kondagaon,708
2025-05,Chhattisgarh,Korba,859
2025-05,Chhattisgarh,Koriya,557
2025-05,Chhattisgarh,Mahasamund,869
2025-05,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,5
2025-05,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1
2025-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,15
2025-05,Chhattisgarh,Mungeli,1041
2025-05,Chhattisgarh,Narayanpur,322
2025-05,Chhattisgarh,Raigarh,2567
2025-05,Chhattisgarh,Raipur,1892
2025-05,Chhattisgarh,Rajnandgaon,1691
2025-05,Chhattisgarh,Sakti,26
2025-05,Chhattisgarh,Sarangarh-Bilaigarh,33
2025-05,Chhattisgarh,Sukma,457
2025-05,Chhattisgarh,Surajpur,731
2025-05,Chhattisgarh,Surguja,922
2025-05,Chhattisgarh,Uttar Bastar Kanker,384
2025-05,Dadra & Nagar Haveli,Dadra & Nagar Haveli,6
2025-05,Dadra and Nagar Haveli,Dadra and Nagar Haveli,247
2025-05,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,16
2025-05,Dadra and Nagar Haveli and Daman and Diu,Daman,2
2025-05,Daman & Diu,Daman,25
2025-05,Daman & Diu,Diu,17
2025-05,Daman and Diu,Daman,36
2025-05,Daman and Diu,Diu,23
2025-05,Delhi,Central Delhi,370
2025-05,Delhi,East Delhi,960
2025-05,Delhi,Najafgarh,5
2025-05,Delhi,New Delhi,25
2025-05,Delhi,North Delhi,430
2025-05,Delhi,North East,312
2025-05,Delhi,North East Delhi,1053
2025-05,Delhi,North West Delhi,2502
2025-05,Delhi,Shahdara,67
2025-05,Delhi,South Delhi,1404
2025-05,Delhi,South East Delhi,2
2025-05,Delhi,South West Delhi,779
2025-05,Delhi,West Delhi,1057
2025-05,Goa,Bardez,4
2025-05,Goa,North Goa,539
2025-05,Goa,South Goa,426
2025-05,Gujarat,Ahmadabad,242
2025-05,Gujarat,Ahmedabad,3782
2025-05,Gujarat,Amreli,609
2025-05,Gujarat,Anand,1053
2025-05,Gujarat,Arvalli,293
2025-05,Gujarat,Banas Kantha,16
2025-05,Gujarat,Banaskantha,1951
2025-05,Gujarat,Bharuch,844
2025-05,Gujarat,Bhavnagar,1246
2025-05,Gujarat,Botad,135
2025-05,Gujarat,Chhotaudepur,226
2025-05,Gujarat,Dahod,1082
2025-05,Gujarat,Devbhumi Dwarka,307
2025-05,Gujarat,Dohad,189
2025-05,Gujarat,Gandhinagar,626
2025-05,Gujarat,Gir Somnath,365
2025-05,Gujarat,Jamnagar,807
2025-05,Gujarat,Junagadh,1065
2025-05,Gujarat,Kachchh,1062
2025-05,Gujarat,Kheda,971
2025-05,Gujarat,Mahesana,1014
2025-05,Gujarat,Mahisagar,367
2025-05,Gujarat,Morbi,224
2025-05,Gujarat,Narmada,315
2025-05,Gujarat,Navsari,572
2025-05,Gujarat,Panch Mahals,7
2025-05,Gujarat,Panchmahals,1423
2025-05,Gujarat,Patan,827
2025-05,Gujarat,Porbandar,192
2025-05,Gujarat,Rajkot,1480
2025-05,Gujarat,Sabar Kantha,31
2025-05,Gujarat,Sabarkantha,938
2025-05,Gujarat,Surat,3317
2025-05,Gujarat,Surendra Nagar,753
2025-05,Gujarat,Surendranagar,19
2025-05,Gujarat,Tapi,538
2025-05,Gujarat,The Dangs,183
2025-05,Gujarat,Vadodara,1751
2025-05,Gujarat,Valsad,846
2025-05,Haryana,Akhera,1
2025-05,Haryana,Ambala,855
2025-05,Haryana,Bhiwani,1104
2025-05,Haryana,Charkhi Dadri,88
2025-05,Haryana,Faridabad,1539
2025-05,Haryana,Fatehabad,681
2025-05,Haryana,Gurgaon,866
2025-05,Haryana,Hisar,1454
2025-05,Haryana,Jhajjar,690
2025-05,Haryana,Jind,1090
2025-05,Haryana,Kaithal,1056
2025-05,Haryana,Karnal,1257
2025-05,Haryana,Kurukshetra,849
2025-05,Haryana,Mahendragarh,647
2025-05,Haryana,Mewat,1328
2025-05,Haryana,Palwal,811
2025-05,Haryana,Panchkula,440
2025-05,Haryana,Panipat,998
2025-05,Haryana,Rewari,662
2025-05,Haryana,Rohtak,919
2025-05,Haryana,Sirsa,994
2025-05,Haryana,Sonipat,885
2025-05,Haryana,Yamuna Nagar,1173
2025-05,Haryana,Yamunanagar,11
2025-05,Himachal Pradesh,Bilaspur,344
2025-05,Himachal Pradesh,Chamba,463
2025-05,Himachal Pradesh,Hamirpur,386
2025-05,Himachal Pradesh,Kangra,1315
2025-05,Himachal Pradesh,Kinnaur,60
2025-05,Himachal Pradesh,Kullu,214
2025-05,Himachal Pradesh,Lahul & Spiti,19
2025-05,Himachal Pradesh,Lahul and Spiti,26
2025-05,Himachal Pradesh,Mandi,900
2025-05,Himachal Pradesh,Shimla,574
2025-05,Himachal Pradesh,Sirmaur,312
2025-05,Himachal Pradesh,Solan,515
2025-05,Himachal Pradesh,Una,394
2025-05,Jammu & Kashmir,Anantnag,1
2025-05,Jammu & Kashmir,Baramula,1
2025-05,Jammu & Kashmir,Jammu,8
2025-05,Jammu & Kashmir,Kathua,4
2025-05,Jammu and Kashmir,Anantnag,423
2025-05,Jammu and Kashmir,Badgam,155
2025-05,Jammu and Kashmir,Bandipore,164
2025-05,Jammu and Kashmir,Baramula,730
2025-05,Jammu and Kashmir,Budgam,273
2025-05,Jammu and Kashmir,Doda,467
2025-05,Jammu and Kashmir,Ganderbal,143
2025-05,Jammu and Kashmir,Jammu,993
2025-05,Jammu and Kashmir,Kargil,34
2025-05,Jammu and Kashmir,Kathua,494
2025-05,Jammu and Kashmir,Kishtwar,188
2025-05,Jammu and Kashmir,Kulgam,248
2025-05,Jammu and Kashmir,Kupwara,543
2025-05,Jammu and Kashmir,Leh,14
2025-05,Jammu and Kashmir,Pulwama,537
2025-05,Jammu and Kashmir,Punch,573
2025-05,Jammu and Kashmir,Rajouri,847
2025-05,Jammu and Kashmir,Ramban,567
2025-05,Jammu and Kashmir,Reasi,232
2025-05,Jammu and Kashmir,Samba,138
2025-05,Jammu and Kashmir,Shupiyan,166
2025-05,Jammu and Kashmir,Srinagar,1094
2025-05,Jammu and Kashmir,Udhampur,406
2025-05,Jharkhand,Bokaro,845
2025-05,Jharkhand,Bokaro *,1
2025-05,Jharkhand,Chatra,636
2025-05,Jharkhand,Deoghar,535
2025-05,Jharkhand,Dhanbad,1157
2025-05,Jharkhand,Dumka,614
2025-05,Jharkhand,East Singhbhum,1072
2025-05,Jharkhand,Garhwa,889
2025-05,Jharkhand,Garhwa *,63
2025-05,Jharkhand,Giridih,919
2025-05,Jharkhand,Godda,704
2025-05,Jharkhand,Gumla,787
2025-05,Jharkhand,Hazaribag,71
2025-05,Jharkhand,Hazaribagh,629
2025-05,Jharkhand,Jamtara,286
2025-05,Jharkhand,Khunti,445
2025-05,Jharkhand,Kodarma,52
2025-05,Jharkhand,Koderma,293
2025-05,Jharkhand,Latehar,272
2025-05,Jharkhand,Lohardaga,307
2025-05,Jharkhand,Pakaur,15
2025-05,Jharkhand,Pakur,165
2025-05,Jharkhand,Palamau,25
2025-05,Jharkhand,Palamu,817
