year_month,state,district,enrolment_total
2025-04,Manipur,Senapati,17
2025-04,Manipur,Tamenglong,21
2025-04,Manipur,Thoubal,20
2025-04,Manipur,Ukhrul,12
2025-04,Meghalaya,East Garo Hills,51
2025-04,Meghalaya,East Jaintia Hills,28
2025-04,Meghalaya,East Khasi Hills,88
2025-04,Meghalaya,Eastern West Khasi Hills,7
2025-04,Meghalaya,North Garo Hills,38
2025-04,Meghalaya,Ri Bhoi,49
2025-04,Meghalaya,South Garo Hills,36
2025-04,Meghalaya,South West Garo Hills,26
2025-04,Meghalaya,South West Khasi Hills,15
2025-04,Meghalaya,West Garo Hills,68
2025-04,Meghalaya,West Jaintia Hills,50
2025-04,Meghalaya,West Khasi Hills,40
2025-04,Mizoram,Aizawl,17
2025-04,Mizoram,Champhai,15
2025-04,Mizoram,Khawzawl,1
2025-04,Mizoram,Lawngtlai,9
2025-04,Mizoram,Lunglei,2
2025-04,Mizoram,Mamit,5
2025-04,Mizoram,Mammit,1
2025-04,Mizoram,Saiha,2
2025-04,Nagaland,Dimapur,15
2025-04,Nagaland,Kiphire,2
2025-04,Nagaland,Kohima,12
2025-04,Nagaland,Longleng,2
2025-04,Nagaland,Mokokchung,9
2025-04,Nagaland,Mon,12
2025-04,Nagaland,Peren,14
2025-04,Nagaland,Phek,6
2025-04,Nagaland,Shamator,8
2025-04,Nagaland,Tuensang,9
2025-04,Nagaland,Wokha,3
2025-04,Nagaland,Zunheboto,7
2025-04,Odisha,ANUGUL,1
2025-04,Odisha,Angul,64
2025-04,Odisha,Balangir,122
2025-04,Odisha,Baleshwar,22
2025-04,Odisha,Baleswar,142
2025-04,Odisha,Bargarh,59
2025-04,Odisha,Baudh,1
2025-04,Odisha,Bhadrak,65
2025-04,Odisha,Boudh,42
2025-04,Odisha,Cuttack,88
2025-04,Odisha,Debagarh,12
2025-04,Odisha,Dhenkanal,65
2025-04,Odisha,Gajapati,69
2025-04,Odisha,Ganjam,188
2025-04,Odisha,JAJPUR,31
2025-04,Odisha,Jagatsinghapur,38
2025-04,Odisha,Jagatsinghpur,8
2025-04,Odisha,Jajapur,44
2025-04,Odisha,Jharsuguda,14
2025-04,Odisha,Kalahandi,123
2025-04,Odisha,Kandhamal,74
2025-04,Odisha,Kendrapara,82
2025-04,Odisha,Kendujhar,91
2025-04,Odisha,Khorda,44
2025-04,Odisha,Khordha,4
2025-04,Odisha,Koraput,122
2025-04,Odisha,Malkangiri,114
2025-04,Odisha,Mayurbhanj,182
2025-04,Odisha,NUAPADA,1
2025-04,Odisha,Nabarangapur,145
2025-04,Odisha,Nayagarh,72
2025-04,Odisha,Nuapada,90
2025-04,Odisha,Puri,77
2025-04,Odisha,Rayagada,55
2025-04,Odisha,Sambalpur,55
2025-04,Odisha,Sonapur,37
2025-04,Odisha,Subarnapur,7
2025-04,Odisha,Sundargarh,8
2025-04,Odisha,Sundergarh,94
2025-04,Orissa,Anugul,2
2025-04,Orissa,Balangir,11
2025-04,Orissa,Baleshwar,7
2025-04,Orissa,Bargarh,4
2025-04,Orissa,Bhadrak,4
2025-04,Orissa,Cuttack,6
2025-04,Orissa,Dhenkanal,3
2025-04,Orissa,Ganjam,16
2025-04,Orissa,Jharsuguda,1
2025-04,Orissa,Kendrapara,2
2025-04,Orissa,Kendujhar,1
2025-04,Orissa,Khordha,8
2025-04,Orissa,Koraput,5
2025-04,Orissa,Malkangiri,1
2025-04,Orissa,Nayagarh,1
2025-04,Orissa,Puri,12
2025-04,Orissa,Rayagada,1
2025-04,Orissa,Sundargarh,5
2025-04,Pondicherry,Karaikal,4
2025-04,Pondicherry,Pondicherry,38
2025-04,Puducherry,Karaikal,2
2025-04,Puducherry,Puducherry,21
2025-04,Punjab,Amritsar,68
2025-04,Punjab,Barnala,6
2025-04,Punjab,Bathinda,38
2025-04,Punjab,Faridkot,19
2025-04,Punjab,Fatehgarh Sahib,15
2025-04,Punjab,Fazilka,45
2025-04,Punjab,Ferozepur,29
2025-04,Punjab,Firozpur,11
2025-04,Punjab,Gurdaspur,58
2025-04,Punjab,Hoshiarpur,27
2025-04,Punjab,Jalandhar,43
2025-04,Punjab,Kapurthala,25
2025-04,Punjab,Ludhiana,71
2025-04,Punjab,Malerkotla,6
2025-04,Punjab,Mansa,6
2025-04,Punjab,Moga,33
2025-04,Punjab,Muktsar,6
2025-04,Punjab,Pathankot,11
2025-04,Punjab,Patiala,54
2025-04,Punjab,Rupnagar,20
2025-04,Punjab,S.A.S Nagar(Mohali),5
2025-04,Punjab,SAS Nagar (Mohali),43
2025-04,Punjab,Sangrur,17
2025-04,Punjab,Shaheed Bhagat Singh Nagar,11
2025-04,Punjab,Sri Muktsar Sahib,33
2025-04,Punjab,Tarn Taran,36
2025-04,Rajasthan,Ajmer,129
2025-04,Rajasthan,Alwar,416
2025-04,Rajasthan,Banswara,66
2025-04,Rajasthan,Baran,133
2025-04,Rajasthan,Barmer,238
2025-04,Rajasthan,Bharatpur,351
2025-04,Rajasthan,Bhilwara,127
2025-04,Rajasthan,Bikaner,147
2025-04,Rajasthan,Bundi,77
2025-04,Rajasthan,Chittaurgarh,4
2025-04,Rajasthan,Chittorgarh,67
2025-04,Rajasthan,Churu,170
2025-04,Rajasthan,Dausa,123
2025-04,Rajasthan,Dhaulpur,6
2025-04,Rajasthan,Dholpur,157
2025-04,Rajasthan,Dungarpur,56
2025-04,Rajasthan,Ganganagar,115
2025-04,Rajasthan,Hanumangarh,106
2025-04,Rajasthan,Jaipur,380
2025-04,Rajasthan,Jaisalmer,51
2025-04,Rajasthan,Jalor,218
2025-04,Rajasthan,Jhalawar,131
2025-04,Rajasthan,Jhunjhunu,4
2025-04,Rajasthan,Jhunjhunun,178
2025-04,Rajasthan,Jodhpur,231
2025-04,Rajasthan,Karauli,140
2025-04,Rajasthan,Kota,104
2025-04,Rajasthan,Nagaur,305
2025-04,Rajasthan,Pali,127
2025-04,Rajasthan,Pratapgarh,58
2025-04,Rajasthan,Rajsamand,61
2025-04,Rajasthan,Sawai Madhopur,120
2025-04,Rajasthan,Sikar,235
2025-04,Rajasthan,Sirohi,72
2025-04,Rajasthan,Tonk,104
2025-04,Rajasthan,Udaipur,221
2025-04,Sikkim,East,11
2025-04,Sikkim,East Sikkim,9
2025-04,Sikkim,North Sikkim,1
2025-04,Sikkim,South,2
2025-04,Sikkim,South Sikkim,7
2025-04,Sikkim,West,7
2025-04,Sikkim,West Sikkim,14
2025-04,Tamil Nadu,Ariyalur,32
2025-04,Tamil Nadu,Chengalpattu,9
2025-04,Tamil Nadu,Chennai,133
2025-04,Tamil Nadu,Coimbatore,125
2025-04,Tamil Nadu,Cuddalore,135
2025-04,Tamil Nadu,Dharmapuri,57
2025-04,Tamil Nadu,Dindigul,87
2025-04,Tamil Nadu,Erode,73
2025-04,Tamil Nadu,Kallakurichi,2
2025-04,Tamil Nadu,Kancheepuram,186
2025-04,Tamil Nadu,Kanniyakumari,27
2025-04,Tamil Nadu,Kanyakumari,23
2025-04,Tamil Nadu,Karur,47
2025-04,Tamil Nadu,Krishnagiri,55
2025-04,Tamil Nadu,Madurai,124
2025-04,Tamil Nadu,Mayiladuthurai,13
2025-04,Tamil Nadu,Nagapattinam,64
2025-04,Tamil Nadu,Namakkal,65
2025-04,Tamil Nadu,Perambalur,27
2025-04,Tamil Nadu,Pudukkottai,87
2025-04,Tamil Nadu,Ramanathapuram,39
2025-04,Tamil Nadu,Salem,119
2025-04,Tamil Nadu,Sivaganga,42
2025-04,Tamil Nadu,Tenkasi,19
2025-04,Tamil Nadu,Thanjavur,84
2025-04,Tamil Nadu,The Nilgiris,15
2025-04,Tamil Nadu,Theni,36
2025-04,Tamil Nadu,Thiruvallur,2
2025-04,Tamil Nadu,Thiruvarur,81
2025-04,Tamil Nadu,Thoothukkudi,41
2025-04,Tamil Nadu,Tiruchirappalli,132
2025-04,Tamil Nadu,Tirunelveli,127
2025-04,Tamil Nadu,Tirupattur,12
2025-04,Tamil Nadu,Tiruppur,81
2025-04,Tamil Nadu,Tiruvallur,152
2025-04,Tamil Nadu,Tiruvannamalai,118
2025-04,Tamil Nadu,Vellore,110
2025-04,Tamil Nadu,Villupuram,70
2025-04,Tamil Nadu,Viluppuram,51
2025-04,Tamil Nadu,Virudhunagar,61
2025-04,Telangana,Adilabad,72
2025-04,Telangana,Bhadradri Kothagudem,48
2025-04,Telangana,Hanumakonda,20
2025-04,Telangana,Hyderabad,261
2025-04,Telangana,Jagitial,36
2025-04,Telangana,Jangaon,1
2025-04,Telangana,Jangoan,22
2025-04,Telangana,Jayashankar Bhupalpally,20
2025-04,Telangana,Jogulamba Gadwal,36
2025-04,Telangana,K.v. Rangareddy,311
2025-04,Telangana,Kamareddy,43
2025-04,Telangana,Karimnagar,135
2025-04,Telangana,Khammam,120
2025-04,Telangana,Komaram Bheem,27
2025-04,Telangana,Mahabubabad,26
2025-04,Telangana,Mahabubnagar,245
2025-04,Telangana,Mancherial,31
2025-04,Telangana,Medak,146
2025-04,Telangana,Medchal-malkajgiri,59
2025-04,Telangana,Medchal−malkajgiri,8
2025-04,Telangana,Mulugu,13
2025-04,Telangana,Nagarkurnool,40
2025-04,Telangana,Nalgonda,134
2025-04,Telangana,Narayanpet,26
2025-04,Telangana,Nirmal,25
2025-04,Telangana,Nizamabad,143
2025-04,Telangana,Peddapalli,16
2025-04,Telangana,Rajanna Sircilla,11
2025-04,Telangana,Rangareddy,3
2025-04,Telangana,Sangareddy,40
2025-04,Telangana,Siddipet,40
2025-04,Telangana,Suryapet,41
2025-04,Telangana,Vikarabad,40
2025-04,Telangana,Wanaparthy,38
2025-04,Telangana,Warangal,56
2025-04,Telangana,Warangal Rural,9
2025-04,Telangana,Warangal Urban,14
2025-04,Telangana,Yadadri.,32
2025-04,Tripura,Dhalai,32
2025-04,Tripura,Dhalai  *,1
2025-04,Tripura,Gomati,8
2025-04,Tripura,Khowai,1
2025-04,Tripura,North Tripura,28
2025-04,Tripura,Sepahijala,31
2025-04,Tripura,South Tripura,38
2025-04,Tripura,Unakoti,16
2025-04,Tripura,West Tripura,40
2025-04,Uttar Pradesh,Agra,307
2025-04,Uttar Pradesh,Aligarh,228
2025-04,Uttar Pradesh,Allahabad,250
2025-04,Uttar Pradesh,Ambedkar Nagar,146
2025-04,Uttar Pradesh,Amethi,155
2025-04,Uttar Pradesh,Amroha,126
2025-04,Uttar Pradesh,Auraiya,91
2025-04,Uttar Pradesh,Ayodhya,35
2025-04,Uttar Pradesh,Azamgarh,317
2025-04,Uttar Pradesh,Baghpat,91
2025-04,Uttar Pradesh,Bahraich,433
2025-04,Uttar Pradesh,Ballia,174
2025-04,Uttar Pradesh,Balrampur,125
2025-04,Uttar Pradesh,Banda,143
2025-04,Uttar Pradesh,Bara Banki,195
2025-04,Uttar Pradesh,Barabanki,14
2025-04,Uttar Pradesh,Bareilly,239
2025-04,Uttar Pradesh,Basti,154
2025-04,Uttar Pradesh,Bhadohi,14
2025-04,Uttar Pradesh,Bijnor,187
2025-04,Uttar Pradesh,Budaun,188
2025-04,Uttar Pradesh,Bulandshahar,2
2025-04,Uttar Pradesh,Bulandshahr,222
2025-04,Uttar Pradesh,Chandauli,134
2025-04,Uttar Pradesh,Chitrakoot,71
2025-04,Uttar Pradesh,Deoria,165
2025-04,Uttar Pradesh,Etah,59
2025-04,Uttar Pradesh,Etawah,90
2025-04,Uttar Pradesh,Faizabad,167
2025-04,Uttar Pradesh,Farrukhabad,98
2025-04,Uttar Pradesh,Fatehpur,170
2025-04,Uttar Pradesh,Firozabad,140
2025-04,Uttar Pradesh,Gautam Buddha Nagar,114
2025-04,Uttar Pradesh,Ghaziabad,236
2025-04,Uttar Pradesh,Ghazipur,298
2025-04,Uttar Pradesh,Gonda,227
2025-04,Uttar Pradesh,Gorakhpur,244
2025-04,Uttar Pradesh,Hamirpur,92
2025-04,Uttar Pradesh,Hapur,88
2025-04,Uttar Pradesh,Hardoi,259
2025-04,Uttar Pradesh,Hathras,85
2025-04,Uttar Pradesh,Jalaun,110
2025-04,Uttar Pradesh,Jaunpur,203
2025-04,Uttar Pradesh,Jhansi,114
2025-04,Uttar Pradesh,Jyotiba Phule Nagar,1
2025-04,Uttar Pradesh,Kannauj,103
2025-04,Uttar Pradesh,Kanpur Dehat,133
2025-04,Uttar Pradesh,Kanpur Nagar,243
2025-04,Uttar Pradesh,Kasganj,56
2025-04,Uttar Pradesh,Kaushambi,83
2025-04,Uttar Pradesh,Kheri,375
2025-04,Uttar Pradesh,Kushinagar,194
2025-04,Uttar Pradesh,Lalitpur,92
2025-04,Uttar Pradesh,Lucknow,371
2025-04,Uttar Pradesh,Maharajganj,170
2025-04,Uttar Pradesh,Mahoba,63
2025-04,Uttar Pradesh,Mainpuri,121
2025-04,Uttar Pradesh,Mathura,155
2025-04,Uttar Pradesh,Mau,188
2025-04,Uttar Pradesh,Meerut,266
2025-04,Uttar Pradesh,Mirzapur,193
2025-04,Uttar Pradesh,Moradabad,155
2025-04,Uttar Pradesh,Muzaffarnagar,136
2025-04,Uttar Pradesh,Pilibhit,150
2025-04,Uttar Pradesh,Pratapgarh,210
2025-04,Uttar Pradesh,Prayagraj,26
2025-04,Uttar Pradesh,Rae Bareli,130
2025-04,Uttar Pradesh,Raebareli,1
2025-04,Uttar Pradesh,Rampur,144
2025-04,Uttar Pradesh,Saharanpur,172
2025-04,Uttar Pradesh,Sambhal,173
2025-04,Uttar Pradesh,Sant Kabir Nagar,95
2025-04,Uttar Pradesh,Sant Ravidas Nagar,105
2025-04,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,3
2025-04,Uttar Pradesh,Shahjahanpur,235
2025-04,Uttar Pradesh,Shamli,87
2025-04,Uttar Pradesh,Shrawasti,113
2025-04,Uttar Pradesh,Siddharthnagar,230
2025-04,Uttar Pradesh,Sitapur,439
2025-04,Uttar Pradesh,Sonbhadra,154
2025-04,Uttar Pradesh,Sultanpur,196
2025-04,Uttar Pradesh,Unnao,170
2025-04,Uttar Pradesh,Varanasi,218
2025-04,Uttarakhand,Almora,20
2025-04,Uttarakhand,Bageshwar,15
2025-04,Uttarakhand,Chamoli,14
2025-04,Uttarakhand,Champawat,17
2025-04,Uttarakhand,Dehradun,88
2025-04,Uttarakhand,Garhwal,1
2025-04,Uttarakhand,Haridwar,65
2025-04,Uttarakhand,Nainital,61
2025-04,Uttarakhand,Pauri Garhwal,30
2025-04,Uttarakhand,Pithoragarh,22
2025-04,Uttarakhand,Rudraprayag,12
2025-04,Uttarakhand,Tehri Garhwal,34
2025-04,Uttarakhand,Udham Singh Nagar,84
2025-04,Uttarakhand,Uttarkashi,13
2025-04,West  Bengal,Hooghly,1
2025-04,West Bengal,Alipurduar,14
2025-04,West Bengal,Bankura,222
2025-04,West Bengal,Barddhaman,388
2025-04,West Bengal,Bardhaman,40
2025-04,West Bengal,Birbhum,191
2025-04,West Bengal,Cooch Behar,147
2025-04,West Bengal,Dakshin Dinajpur,174
2025-04,West Bengal,Darjeeling,61
2025-04,West Bengal,Darjiling,15
2025-04,West Bengal,East Midnapore,27
2025-04,West Bengal,Haora,63
2025-04,West Bengal,Hawrah,1
2025-04,West Bengal,Hooghly,312
2025-04,West Bengal,Howrah,240
2025-04,West Bengal,Hugli,1
2025-04,West Bengal,Jalpaiguri,129
2025-04,West Bengal,Jhargram,7
2025-04,West Bengal,Kalimpong,8
2025-04,West Bengal,Koch Bihar,48
2025-04,West Bengal,Kolkata,143
2025-04,West Bengal,Malda,279
2025-04,West Bengal,Maldah,41
2025-04,West Bengal,Murshidabad,609
2025-04,West Bengal,Nadia,270
2025-04,West Bengal,North 24 Parganas,599
2025-04,West Bengal,North Dinajpur,5
2025-04,West Bengal,North Twenty Four Parganas,35
2025-04,West Bengal,Paschim Bardhaman,20
2025-04,West Bengal,Paschim Medinipur,258
2025-04,West Bengal,Purba Bardhaman,79
2025-04,West Bengal,Purba Medinipur,232
2025-04,West Bengal,Purulia,5
2025-04,West Bengal,Puruliya,216
2025-04,West Bengal,South 24 Parganas,506
2025-04,West Bengal,South Dinajpur,11
2025-04,West Bengal,South Twenty Four Parganas,60
2025-04,West Bengal,Uttar Dinajpur,442
2025-04,West Bengal,West Midnapore,32
2025-05,Andaman & Nicobar Islands,South Andaman,2
2025-05,Andaman and Nicobar Islands,North And Middle Andaman,1
2025-05,Andaman and Nicobar Islands,South Andaman,6
2025-05,Andhra Pradesh,Adilabad,33
2025-05,Andhra Pradesh,Alluri Sitharama Raju,47
2025-05,Andhra Pradesh,Anakapalli,6
2025-05,Andhra Pradesh,Anantapur,109
2025-05,Andhra Pradesh,Ananthapur,46
2025-05,Andhra Pradesh,Ananthapuramu,81
2025-05,Andhra Pradesh,Annamayya,41
2025-05,Andhra Pradesh,Bapatla,14
2025-05,Andhra Pradesh,Chittoor,227
2025-05,Andhra Pradesh,Cuddapah,168
2025-05,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,16
2025-05,Andhra Pradesh,East Godavari,239
2025-05,Andhra Pradesh,Eluru,11
2025-05,Andhra Pradesh,Guntur,272
2025-05,Andhra Pradesh,Hyderabad,76
2025-05,Andhra Pradesh,K.V.Rangareddy,5
2025-05,Andhra Pradesh,Kakinada,33
2025-05,Andhra Pradesh,Karim Nagar,2
2025-05,Andhra Pradesh,Karimnagar,11
2025-05,Andhra Pradesh,Khammam,14
2025-05,Andhra Pradesh,Krishna,168
2025-05,Andhra Pradesh,Kurnool,333
2025-05,Andhra Pradesh,Mahabub Nagar,17
2025-05,Andhra Pradesh,Mahbubnagar,8
2025-05,Andhra Pradesh,Medak,13
2025-05,Andhra Pradesh,N. T. R,29
2025-05,Andhra Pradesh,Nalgonda,23
2025-05,Andhra Pradesh,Nandyal,34
2025-05,Andhra Pradesh,Nellore,152
2025-05,Andhra Pradesh,Nizamabad,9
2025-05,Andhra Pradesh,Palnadu,32
2025-05,Andhra Pradesh,Parvathipuram Manyam,19
2025-05,Andhra Pradesh,Prakasam,244
2025-05,Andhra Pradesh,Rangareddi,52
2025-05,Andhra Pradesh,Sri Potti Sriramulu Nellore,61
2025-05,Andhra Pradesh,Sri Sathya Sai,24
2025-05,Andhra Pradesh,Srikakulam,197
2025-05,Andhra Pradesh,Tirupati,46
2025-05,Andhra Pradesh,Visakhapatnam,314
2025-05,Andhra Pradesh,Vizianagaram,116
2025-05,Andhra Pradesh,Warangal,29
2025-05,Andhra Pradesh,West Godavari,159
2025-05,Andhra Pradesh,Y. S. R,34
2025-05,Arunachal Pradesh,Anjaw,3
2025-05,Arunachal Pradesh,Changlang,32
2025-05,Arunachal Pradesh,East Kameng,7
2025-05,Arunachal Pradesh,East Siang,8
2025-05,Arunachal Pradesh,Kamle,2
2025-05,Arunachal Pradesh,Kurung Kumey,1
2025-05,Arunachal Pradesh,Lohit,2
2025-05,Arunachal Pradesh,Longding,5
2025-05,Arunachal Pradesh,Lower Siang,2
2025-05,Arunachal Pradesh,Lower Subansiri,3
2025-05,Arunachal Pradesh,Namsai,4
2025-05,Arunachal Pradesh,Papum Pare,16
2025-05,Arunachal Pradesh,Tawang,10
2025-05,Arunachal Pradesh,Tirap,2
2025-05,Arunachal Pradesh,Upper Subansiri,3
2025-05,Arunachal Pradesh,West Kameng,8
2025-05,Arunachal Pradesh,West Siang,21
2025-05,Assam,Bajali,1
2025-05,Assam,Baksa,79
2025-05,Assam,Barpeta,415
2025-05,Assam,Biswanath,48
2025-05,Assam,Bongaigaon,87
2025-05,Assam,Cachar,258
2025-05,Assam,Charaideo,29
2025-05,Assam,Chirang,61
2025-05,Assam,Darrang,146
2025-05,Assam,Dhemaji,92
2025-05,Assam,Dhubri,420
2025-05,Assam,Dibrugarh,95
2025-05,Assam,Dima Hasao,1
2025-05,Assam,Goalpara,220
2025-05,Assam,Golaghat,169
2025-05,Assam,Hailakandi,155
2025-05,Assam,Hojai,158
2025-05,Assam,Jorhat,63
2025-05,Assam,Kamrup,204
2025-05,Assam,Kamrup Metro,132
2025-05,Assam,Karbi Anglong,195
2025-05,Assam,Karimganj,312
2025-05,Assam,Kokrajhar,69
2025-05,Assam,Lakhimpur,136
2025-05,Assam,Majuli,5
2025-05,Assam,Marigaon,201
2025-05,Assam,Nagaon,318
2025-05,Assam,Nalbari,213
2025-05,Assam,North Cachar Hills,8
2025-05,Assam,Sibsagar,76
2025-05,Assam,Sonitpur,274
2025-05,Assam,South Salmara Mankachar,41
2025-05,Assam,Sribhumi,6
2025-05,Assam,Tamulpur District,1
2025-05,Assam,Tinsukia,91
2025-05,Assam,Udalguri,75
2025-05,Assam,West Karbi Anglong,22
2025-05,Bihar,Araria,378
2025-05,Bihar,Arwal,70
2025-05,Bihar,Aurangabad,343
2025-05,Bihar,Aurangabad(BH),1
2025-05,Bihar,Aurangabad(bh),7
2025-05,Bihar,Banka,340
2025-05,Bihar,Begusarai,276
2025-05,Bihar,Bhagalpur,376
2025-05,Bihar,Bhojpur,326
2025-05,Bihar,Buxar,169
2025-05,Bihar,Darbhanga,362
2025-05,Bihar,East Champaran,634
2025-05,Bihar,Gaya,536
2025-05,Bihar,Gopalganj,230
2025-05,Bihar,Jamui,215
2025-05,Bihar,Jehanabad,107
2025-05,Bihar,Kaimur (Bhabua),126
2025-05,Bihar,Katihar,413
2025-05,Bihar,Khagaria,189
2025-05,Bihar,Kishanganj,249
2025-05,Bihar,Lakhisarai,119
2025-05,Bihar,Madhepura,264
2025-05,Bihar,Madhubani,577
2025-05,Bihar,Monghyr,2
2025-05,Bihar,Munger,106
2025-05,Bihar,Muzaffarpur,406
2025-05,Bihar,Nalanda,300
2025-05,Bihar,Nawada,310
2025-05,Bihar,Pashchim Champaran,1
2025-05,Bihar,Patna,368
2025-05,Bihar,Purba Champaran,2
2025-05,Bihar,Purnea,11
2025-05,Bihar,Purnia,420
2025-05,Bihar,Rohtas,149
2025-05,Bihar,Saharsa,246
2025-05,Bihar,Samastipur,306
2025-05,Bihar,Samstipur,3
2025-05,Bihar,Saran,428
2025-05,Bihar,Sheikhpura,76
2025-05,Bihar,Sheohar,96
2025-05,Bihar,Sitamarhi,550
2025-05,Bihar,Siwan,362
2025-05,Bihar,Supaul,410
2025-05,Bihar,Vaishali,544
2025-05,Bihar,West Champaran,645
2025-05,Chandigarh,Chandigarh,77
2025-05,Chandigarh,Rupnagar,1
2025-05,Chhattisgarh,Balod,38
2025-05,Chhattisgarh,Baloda Bazar,91
2025-05,Chhattisgarh,Balrampur,159
2025-05,Chhattisgarh,Bastar,95
2025-05,Chhattisgarh,Bemetara,75
2025-05,Chhattisgarh,Bijapur,62
2025-05,Chhattisgarh,Bilaspur,195
2025-05,Chhattisgarh,Dakshin Bastar Dantewada,64
2025-05,Chhattisgarh,Dantewada,33
2025-05,Chhattisgarh,Dhamtari,47
2025-05,Chhattisgarh,Durg,79
2025-05,Chhattisgarh,Gariyaband,28
2025-05,Chhattisgarh,Gaurela-pendra-marwahi,4
2025-05,Chhattisgarh,Janjgir - Champa,1
2025-05,Chhattisgarh,Janjgir-champa,87
2025-05,Chhattisgarh,Jashpur,68
2025-05,Chhattisgarh,Kabeerdham,29
2025-05,Chhattisgarh,Kanker,48
2025-05,Chhattisgarh,Kawardha,66
2025-05,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3
2025-05,Chhattisgarh,Kondagaon,111
2025-05,Chhattisgarh,Korba,80
2025-05,Chhattisgarh,Koriya,30
2025-05,Chhattisgarh,Mahasamund,69
2025-05,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,9
2025-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2
2025-05,Chhattisgarh,Mungeli,82
2025-05,Chhattisgarh,Narayanpur,28
2025-05,Chhattisgarh,Raigarh,100
2025-05,Chhattisgarh,Raipur,213
2025-05,Chhattisgarh,Rajnandgaon,129
2025-05,Chhattisgarh,Sakti,7
2025-05,Chhattisgarh,Sarangarh-Bilaigarh,5
2025-05,Chhattisgarh,Sukma,30
2025-05,Chhattisgarh,Surajpur,58
2025-05,Chhattisgarh,Surguja,90
2025-05,Chhattisgarh,Uttar Bastar Kanker,19
2025-05,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1
2025-05,Dadra and Nagar Haveli,Dadra and Nagar Haveli,4
2025-05,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1
2025-05,Daman and Diu,Diu,1
2025-05,Delhi,Central Delhi,46
2025-05,Delhi,East Delhi,145
2025-05,Delhi,Najafgarh,1
2025-05,Delhi,New Delhi,3
2025-05,Delhi,North Delhi,67
2025-05,Delhi,North East,42
2025-05,Delhi,North East Delhi,127
2025-05,Delhi,North West Delhi,222
2025-05,Delhi,Shahdara,15
2025-05,Delhi,South Delhi,227
2025-05,Delhi,South East Delhi,4
2025-05,Delhi,South West Delhi,107
2025-05,Delhi,West Delhi,141
2025-05,Goa,North Goa,42
2025-05,Goa,South Goa,36
2025-05,Gujarat,Ahmadabad,17
2025-05,Gujarat,Ahmedabad,277
2025-05,Gujarat,Amreli,22
2025-05,Gujarat,Anand,46
2025-05,Gujarat,Arvalli,8
2025-05,Gujarat,Banaskantha,58
2025-05,Gujarat,Bharuch,35
2025-05,Gujarat,Bhavnagar,88
2025-05,Gujarat,Botad,12
2025-05,Gujarat,Chhotaudepur,13
2025-05,Gujarat,Dahod,73
2025-05,Gujarat,Devbhumi Dwarka,13
2025-05,Gujarat,Dohad,28
2025-05,Gujarat,Gandhinagar,46
2025-05,Gujarat,Gir Somnath,23
2025-05,Gujarat,Jamnagar,35
2025-05,Gujarat,Junagadh,45
2025-05,Gujarat,Kachchh,73
2025-05,Gujarat,Kheda,59
2025-05,Gujarat,Mahesana,46
2025-05,Gujarat,Mahisagar,11
2025-05,Gujarat,Morbi,23
2025-05,Gujarat,Narmada,3
2025-05,Gujarat,Navsari,25
2025-05,Gujarat,Panch Mahals,1
2025-05,Gujarat,Panchmahals,42
2025-05,Gujarat,Patan,45
2025-05,Gujarat,Porbandar,9
2025-05,Gujarat,Rajkot,128
2025-05,Gujarat,Sabar Kantha,2
2025-05,Gujarat,Sabarkantha,41
2025-05,Gujarat,Surat,282
2025-05,Gujarat,Surendra Nagar,54
2025-05,Gujarat,Tapi,18
2025-05,Gujarat,The Dangs,8
2025-05,Gujarat,Vadodara,122
2025-05,Gujarat,Valsad,54
2025-05,Haryana,Ambala,74
2025-05,Haryana,Bhiwani,112
2025-05,Haryana,Charkhi Dadri,44
2025-05,Haryana,Faridabad,263
2025-05,Haryana,Fatehabad,43
2025-05,Haryana,Gurgaon,154
2025-05,Haryana,Hisar,126
2025-05,Haryana,Jhajjar,70
2025-05,Haryana,Jind,113
2025-05,Haryana,Kaithal,85
2025-05,Haryana,Karnal,130
2025-05,Haryana,Kurukshetra,52
2025-05,Haryana,Mahendragarh,80
2025-05,Haryana,Mewat,197
2025-05,Haryana,Palwal,179
2025-05,Haryana,Panchkula,45
2025-05,Haryana,Panipat,140
2025-05,Haryana,Rewari,95
2025-05,Haryana,Rohtak,65
2025-05,Haryana,Sirsa,80
2025-05,Haryana,Sonipat,162
2025-05,Haryana,Yamuna Nagar,80
2025-05,Haryana,Yamunanagar,5
2025-05,Himachal Pradesh,Bilaspur,34
2025-05,Himachal Pradesh,Chamba,48
2025-05,Himachal Pradesh,Hamirpur,31
2025-05,Himachal Pradesh,Kangra,131
2025-05,Himachal Pradesh,Kinnaur,7
2025-05,Himachal Pradesh,Kullu,22
2025-05,Himachal Pradesh,Lahul & Spiti,3
2025-05,Himachal Pradesh,Mandi,63
2025-05,Himachal Pradesh,Shimla,38
2025-05,Himachal Pradesh,Sirmaur,49
2025-05,Himachal Pradesh,Solan,48
2025-05,Himachal Pradesh,Una,33
2025-05,Jammu & Kashmir,Baramula,2
