year_month,state,district,demographic_total
2025-04,Punjab,S.A.S Nagar(Mohali),119
2025-04,Punjab,SAS Nagar (Mohali),1095
2025-04,Punjab,Sangrur,734
2025-04,Punjab,Shaheed Bhagat Singh Nagar,259
2025-04,Punjab,Sri Muktsar Sahib,418
2025-04,Punjab,Tarn Taran,839
2025-04,Rajasthan,Ajmer,1976
2025-04,Rajasthan,Alwar,3486
2025-04,Rajasthan,Balotra,11
2025-04,Rajasthan,Banswara,1424
2025-04,Rajasthan,Baran,1402
2025-04,Rajasthan,Barmer,1574
2025-04,Rajasthan,Beawar,21
2025-04,Rajasthan,Bharatpur,2018
2025-04,Rajasthan,Bhilwara,2077
2025-04,Rajasthan,Bikaner,1576
2025-04,Rajasthan,Bundi,1180
2025-04,Rajasthan,Chittaurgarh,105
2025-04,Rajasthan,Chittorgarh,1164
2025-04,Rajasthan,Churu,1346
2025-04,Rajasthan,Dausa,1052
2025-04,Rajasthan,Deeg,21
2025-04,Rajasthan,Deeg ,27
2025-04,Rajasthan,Dhaulpur,42
2025-04,Rajasthan,Dholpur,1369
2025-04,Rajasthan,Didwana-Kuchaman,31
2025-04,Rajasthan,Dungarpur,1158
2025-04,Rajasthan,Ganganagar,1328
2025-04,Rajasthan,Hanumangarh,1159
2025-04,Rajasthan,Jaipur,4986
2025-04,Rajasthan,Jaisalmer,479
2025-04,Rajasthan,Jalor,1037
2025-04,Rajasthan,Jalore,21
2025-04,Rajasthan,Jhalawar,1196
2025-04,Rajasthan,Jhunjhunu,115
2025-04,Rajasthan,Jhunjhunun,1456
2025-04,Rajasthan,Jodhpur,2069
2025-04,Rajasthan,Karauli,1159
2025-04,Rajasthan,Khairthal-Tijara,34
2025-04,Rajasthan,Kota,1607
2025-04,Rajasthan,Kotputli-Behror,25
2025-04,Rajasthan,Nagaur,1886
2025-04,Rajasthan,Pali,1202
2025-04,Rajasthan,Phalodi,2
2025-04,Rajasthan,Pratapgarh,949
2025-04,Rajasthan,Rajsamand,1036
2025-04,Rajasthan,Salumbar,10
2025-04,Rajasthan,Sawai Madhopur,1042
2025-04,Rajasthan,Sikar,1947
2025-04,Rajasthan,Sirohi,909
2025-04,Rajasthan,Tonk,1254
2025-04,Rajasthan,Udaipur,2657
2025-04,Sikkim,East,208
2025-04,Sikkim,East Sikkim,129
2025-04,Sikkim,Namchi,8
2025-04,Sikkim,North,12
2025-04,Sikkim,North Sikkim,26
2025-04,Sikkim,South,122
2025-04,Sikkim,South Sikkim,28
2025-04,Sikkim,West,142
2025-04,Sikkim,West Sikkim,77
2025-04,Tamil Nadu,Ariyalur,755
2025-04,Tamil Nadu,Chengalpattu,482
2025-04,Tamil Nadu,Chennai,4785
2025-04,Tamil Nadu,Coimbatore,4117
2025-04,Tamil Nadu,Cuddalore,3443
2025-04,Tamil Nadu,Dharmapuri,1656
2025-04,Tamil Nadu,Dindigul,2314
2025-04,Tamil Nadu,Erode,2582
2025-04,Tamil Nadu,Kallakurichi,279
2025-04,Tamil Nadu,Kancheepuram,4215
2025-04,Tamil Nadu,Kanniyakumari,1433
2025-04,Tamil Nadu,Kanyakumari,457
2025-04,Tamil Nadu,Karur,1044
2025-04,Tamil Nadu,Krishnagiri,2161
2025-04,Tamil Nadu,Madurai,3444
2025-04,Tamil Nadu,Mayiladuthurai,87
2025-04,Tamil Nadu,Nagapattinam,1675
2025-04,Tamil Nadu,Namakkal,1778
2025-04,Tamil Nadu,Perambalur,624
2025-04,Tamil Nadu,Pudukkottai,1962
2025-04,Tamil Nadu,Ramanathapuram,1406
2025-04,Tamil Nadu,Ranipet,41
2025-04,Tamil Nadu,Salem,3865
2025-04,Tamil Nadu,Sivaganga,1376
2025-04,Tamil Nadu,Tenkasi,256
2025-04,Tamil Nadu,Thanjavur,2563
2025-04,Tamil Nadu,The Nilgiris,700
2025-04,Tamil Nadu,Theni,1269
2025-04,Tamil Nadu,Thiruvallur,96
2025-04,Tamil Nadu,Thiruvarur,1602
2025-04,Tamil Nadu,Thoothukkudi,1677
2025-04,Tamil Nadu,Tiruchirappalli,2667
2025-04,Tamil Nadu,Tirunelveli,3062
2025-04,Tamil Nadu,Tirupattur,262
2025-04,Tamil Nadu,Tiruppur,2249
2025-04,Tamil Nadu,Tiruvallur,3780
2025-04,Tamil Nadu,Tiruvannamalai,2134
2025-04,Tamil Nadu,Vellore,3356
2025-04,Tamil Nadu,Villupuram,1579
2025-04,Tamil Nadu,Viluppuram,1696
2025-04,Tamil Nadu,Virudhunagar,1961
2025-04,Telangana,Adilabad,1562
2025-04,Telangana,Bhadradri Kothagudem,850
2025-04,Telangana,Hanumakonda,434
2025-04,Telangana,Hyderabad,3756
2025-04,Telangana,Jagitial,381
2025-04,Telangana,Jangaon,19
2025-04,Telangana,Jangoan,427
2025-04,Telangana,Jayashankar Bhupalpally,316
2025-04,Telangana,Jogulamba Gadwal,576
2025-04,Telangana,K.v. Rangareddy,4758
2025-04,Telangana,Kamareddy,490
2025-04,Telangana,Karimnagar,2837
2025-04,Telangana,Khammam,1519
2025-04,Telangana,Komaram Bheem,764
2025-04,Telangana,Mahabubabad,468
2025-04,Telangana,Mahabubnagar,3242
2025-04,Telangana,Mancherial,611
2025-04,Telangana,Medak,1838
2025-04,Telangana,Medchal-malkajgiri,1299
2025-04,Telangana,Medchal?malkajgiri,2
2025-04,Telangana,Medchal−malkajgiri,99
2025-04,Telangana,Mulugu,357
2025-04,Telangana,Nagarkurnool,511
2025-04,Telangana,Nalgonda,2234
2025-04,Telangana,Narayanpet,454
2025-04,Telangana,Nirmal,707
2025-04,Telangana,Nizamabad,1885
2025-04,Telangana,Peddapalli,237
2025-04,Telangana,Rajanna Sircilla,211
2025-04,Telangana,Rangareddy,150
2025-04,Telangana,Sangareddy,625
2025-04,Telangana,Siddipet,974
2025-04,Telangana,Suryapet,989
2025-04,Telangana,Vikarabad,1809
2025-04,Telangana,Wanaparthy,627
2025-04,Telangana,Warangal,1403
2025-04,Telangana,Warangal (urban),4
2025-04,Telangana,Warangal Rural,580
2025-04,Telangana,Warangal Urban,269
2025-04,Telangana,Yadadri.,927
2025-04,Tripura,Dhalai,689
2025-04,Tripura,Dhalai  *,13
2025-04,Tripura,Gomati,216
2025-04,Tripura,Khowai,168
2025-04,Tripura,North Tripura,547
2025-04,Tripura,Sepahijala,494
2025-04,Tripura,South Tripura,682
2025-04,Tripura,Unakoti,120
2025-04,Tripura,West Tripura,1817
2025-04,Uttar Pradesh,Agra,4576
2025-04,Uttar Pradesh,Aligarh,3369
2025-04,Uttar Pradesh,Allahabad,6429
2025-04,Uttar Pradesh,Ambedkar Nagar,2458
2025-04,Uttar Pradesh,Amethi,2523
2025-04,Uttar Pradesh,Amroha,2683
2025-04,Uttar Pradesh,Auraiya,1944
2025-04,Uttar Pradesh,Ayodhya,390
2025-04,Uttar Pradesh,Azamgarh,5278
2025-04,Uttar Pradesh,Baghpat,1375
2025-04,Uttar Pradesh,Bagpat,1
2025-04,Uttar Pradesh,Bahraich,4066
2025-04,Uttar Pradesh,Ballia,3534
2025-04,Uttar Pradesh,Balrampur,2757
2025-04,Uttar Pradesh,Banda,1918
2025-04,Uttar Pradesh,Bara Banki,2929
2025-04,Uttar Pradesh,Barabanki,211
2025-04,Uttar Pradesh,Bareilly,5506
2025-04,Uttar Pradesh,Basti,2118
2025-04,Uttar Pradesh,Bhadohi,171
2025-04,Uttar Pradesh,Bijnor,4730
2025-04,Uttar Pradesh,Budaun,3910
2025-04,Uttar Pradesh,Bulandshahar,23
2025-04,Uttar Pradesh,Bulandshahr,4247
2025-04,Uttar Pradesh,Chandauli,2799
2025-04,Uttar Pradesh,Chitrakoot,1550
2025-04,Uttar Pradesh,Deoria,3034
2025-04,Uttar Pradesh,Etah,1574
2025-04,Uttar Pradesh,Etawah,1693
2025-04,Uttar Pradesh,Faizabad,2687
2025-04,Uttar Pradesh,Farrukhabad,1661
2025-04,Uttar Pradesh,Fatehpur,2607
2025-04,Uttar Pradesh,Firozabad,4125
2025-04,Uttar Pradesh,Gautam Buddha Nagar,2184
2025-04,Uttar Pradesh,Ghaziabad,4227
2025-04,Uttar Pradesh,Ghazipur,3400
2025-04,Uttar Pradesh,Gonda,3208
2025-04,Uttar Pradesh,Gorakhpur,4390
2025-04,Uttar Pradesh,Hamirpur,1446
2025-04,Uttar Pradesh,Hapur,717
2025-04,Uttar Pradesh,Hardoi,3739
2025-04,Uttar Pradesh,Hathras,1537
2025-04,Uttar Pradesh,Jalaun,1552
2025-04,Uttar Pradesh,Jaunpur,4381
2025-04,Uttar Pradesh,Jhansi,1690
2025-04,Uttar Pradesh,Jyotiba Phule Nagar,13
2025-04,Uttar Pradesh,Kannauj,1970
2025-04,Uttar Pradesh,Kanpur Dehat,2023
2025-04,Uttar Pradesh,Kanpur Nagar,3558
2025-04,Uttar Pradesh,Kasganj,1381
2025-04,Uttar Pradesh,Kaushambi,1898
2025-04,Uttar Pradesh,Kheri,4619
2025-04,Uttar Pradesh,Kushinagar,2723
2025-04,Uttar Pradesh,Kushinagar *,16
2025-04,Uttar Pradesh,Lalitpur,1429
2025-04,Uttar Pradesh,Lucknow,4773
2025-04,Uttar Pradesh,Maharajganj,3195
2025-04,Uttar Pradesh,Mahoba,1316
2025-04,Uttar Pradesh,Mahrajganj,4
2025-04,Uttar Pradesh,Mainpuri,2063
2025-04,Uttar Pradesh,Mathura,2536
2025-04,Uttar Pradesh,Mau,2564
2025-04,Uttar Pradesh,Meerut,3377
2025-04,Uttar Pradesh,Mirzapur,2417
2025-04,Uttar Pradesh,Moradabad,3203
2025-04,Uttar Pradesh,Muzaffarnagar,3177
2025-04,Uttar Pradesh,Pilibhit,2332
2025-04,Uttar Pradesh,Pratapgarh,2920
2025-04,Uttar Pradesh,Prayagraj,515
2025-04,Uttar Pradesh,Rae Bareli,2900
2025-04,Uttar Pradesh,Raebareli,1
2025-04,Uttar Pradesh,Rampur,2951
2025-04,Uttar Pradesh,Saharanpur,2694
2025-04,Uttar Pradesh,Sambhal,2412
2025-04,Uttar Pradesh,Sant Kabir Nagar,1987
2025-04,Uttar Pradesh,Sant Ravidas Nagar,1441
2025-04,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,14
2025-04,Uttar Pradesh,Shahjahanpur,3468
2025-04,Uttar Pradesh,Shamli,1310
2025-04,Uttar Pradesh,Shrawasti,1617
2025-04,Uttar Pradesh,Siddharthnagar,2801
2025-04,Uttar Pradesh,Sitapur,4548
2025-04,Uttar Pradesh,Sonbhadra,2550
2025-04,Uttar Pradesh,Sultanpur,2722
2025-04,Uttar Pradesh,Unnao,3546
2025-04,Uttar Pradesh,Varanasi,4566
2025-04,Uttarakhand,Almora,369
2025-04,Uttarakhand,Bageshwar,234
2025-04,Uttarakhand,Chamoli,358
2025-04,Uttarakhand,Champawat,265
2025-04,Uttarakhand,Dehradun,1630
2025-04,Uttarakhand,Garhwal,6
2025-04,Uttarakhand,Hardwar,37
2025-04,Uttarakhand,Haridwar,1871
2025-04,Uttarakhand,Nainital,737
2025-04,Uttarakhand,Pauri Garhwal,457
2025-04,Uttarakhand,Pithoragarh,393
2025-04,Uttarakhand,Rudraprayag,191
2025-04,Uttarakhand,Tehri Garhwal,603
2025-04,Uttarakhand,Udham Singh Nagar,1523
2025-04,Uttarakhand,Uttarkashi,270
2025-04,WEST BENGAL,HOWRAH,1
2025-04,WESTBENGAL,HOOGHLY,2
2025-04,West  Bengal,Hooghly,4
2025-04,West Bangal,Hooghly,2
2025-04,West Bangal,Howrah,3
2025-04,West Bangal,South 24 Parganas,1
2025-04,West Bengal,Alipurduar,399
2025-04,West Bengal,Bankura,7162
2025-04,West Bengal,Barddhaman,7583
2025-04,West Bengal,Bardhaman,1100
2025-04,West Bengal,Birbhum,4089
2025-04,West Bengal,Cooch Behar,4466
2025-04,West Bengal,Dakshin Dinajpur,2339
2025-04,West Bengal,Darjeeling,1637
2025-04,West Bengal,Darjiling,377
2025-04,West Bengal,East Midnapore,1017
2025-04,West Bengal,Haora,1692
2025-04,West Bengal,Hawrah,2
2025-04,West Bengal,Hooghiy,2
2025-04,West Bengal,Hooghly,6510
2025-04,West Bengal,Howrah,3478
2025-04,West Bengal,Hugli,71
2025-04,West Bengal,Jalpaiguri,6625
2025-04,West Bengal,Jhargram,141
2025-04,West Bengal,KOLKATA,1
2025-04,West Bengal,Kalimpong,64
2025-04,West Bengal,Koch Bihar,3088
2025-04,West Bengal,Kolkata,3487
2025-04,West Bengal,Malda,4967
2025-04,West Bengal,Maldah,1004
2025-04,West Bengal,Medinipur,8
2025-04,West Bengal,Murshidabad,9265
2025-04,West Bengal,NADIA,2
2025-04,West Bengal,Nadia,6591
2025-04,West Bengal,North 24 Parganas,8422
2025-04,West Bengal,North Dinajpur,153
2025-04,West Bengal,North Twenty Four Parganas,717
2025-04,West Bengal,Paschim Bardhaman,383
2025-04,West Bengal,Paschim Medinipur,7741
2025-04,West Bengal,Purba Bardhaman,560
2025-04,West Bengal,Purba Medinipur,2913
2025-04,West Bengal,Purulia,305
2025-04,West Bengal,Puruliya,5260
2025-04,West Bengal,South 24 Parganas,11059
2025-04,West Bengal,South Dinajpur,462
2025-04,West Bengal,South Twenty Four Parganas,1795
2025-04,West Bengal,Uttar Dinajpur,7983
2025-04,West Bengal,West Midnapore,1564
2025-04,West bengal,hooghly,1
2025-04,Westbengal,Hooghly,3
2025-04,andhra pradesh,rangareddi,1
2025-05,Andaman & Nicobar Islands,Andamans,26
2025-05,Andaman & Nicobar Islands,South Andaman,18
2025-05,Andaman and Nicobar Islands,Nicobar,7
2025-05,Andaman and Nicobar Islands,North And Middle Andaman,22
2025-05,Andaman and Nicobar Islands,South Andaman,103
2025-05,Andhra Pradesh,Adilabad,543
2025-05,Andhra Pradesh,Alluri Sitharama Raju,245
2025-05,Andhra Pradesh,Anakapalli,301
2025-05,Andhra Pradesh,Anantapur,1364
2025-05,Andhra Pradesh,Ananthapur,530
2025-05,Andhra Pradesh,Ananthapuramu,692
2025-05,Andhra Pradesh,Annamayya,412
2025-05,Andhra Pradesh,Bapatla,311
2025-05,Andhra Pradesh,Chittoor,2494
2025-05,Andhra Pradesh,Cuddapah,1368
2025-05,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,265
2025-05,Andhra Pradesh,East Godavari,1806
2025-05,Andhra Pradesh,Eluru,282
2025-05,Andhra Pradesh,Guntur,2274
2025-05,Andhra Pradesh,Hyderabad,496
2025-05,Andhra Pradesh,K.V.Rangareddy,10
2025-05,Andhra Pradesh,K.v. Rangareddy,3
2025-05,Andhra Pradesh,Kakinada,393
2025-05,Andhra Pradesh,Karim Nagar,10
2025-05,Andhra Pradesh,Karimnagar,177
2025-05,Andhra Pradesh,Khammam,461
2025-05,Andhra Pradesh,Krishna,1979
2025-05,Andhra Pradesh,Kurnool,2345
2025-05,Andhra Pradesh,Mahabub Nagar,222
2025-05,Andhra Pradesh,Mahbubnagar,123
2025-05,Andhra Pradesh,Medak,226
2025-05,Andhra Pradesh,N. T. R,591
2025-05,Andhra Pradesh,Nalgonda,476
2025-05,Andhra Pradesh,Nandyal,384
2025-05,Andhra Pradesh,Nellore,1504
2025-05,Andhra Pradesh,Nizamabad,91
2025-05,Andhra Pradesh,Palnadu,495
2025-05,Andhra Pradesh,Parvathipuram Manyam,254
2025-05,Andhra Pradesh,Prakasam,2443
2025-05,Andhra Pradesh,Rangareddi,514
2025-05,Andhra Pradesh,Sri Potti Sriramulu Nellore,527
2025-05,Andhra Pradesh,Sri Sathya Sai,405
2025-05,Andhra Pradesh,Srikakulam,1963
2025-05,Andhra Pradesh,Tirupati,479
2025-05,Andhra Pradesh,Visakhapatnam,2305
2025-05,Andhra Pradesh,Vizianagaram,1439
2025-05,Andhra Pradesh,Warangal,544
2025-05,Andhra Pradesh,West Godavari,1949
2025-05,Andhra Pradesh,Y. S. R,477
2025-05,Arunachal Pradesh,Anjaw,20
2025-05,Arunachal Pradesh,Changlang,203
2025-05,Arunachal Pradesh,Dibang Valley,6
2025-05,Arunachal Pradesh,East Kameng,72
2025-05,Arunachal Pradesh,East Siang,21
2025-05,Arunachal Pradesh,Kamle,90
2025-05,Arunachal Pradesh,Kra Daadi,11
2025-05,Arunachal Pradesh,Kurung Kumey,20
2025-05,Arunachal Pradesh,Lohit,79
2025-05,Arunachal Pradesh,Longding,61
2025-05,Arunachal Pradesh,Lower Dibang Valley,15
2025-05,Arunachal Pradesh,Lower Siang,15
2025-05,Arunachal Pradesh,Lower Subansiri,17
2025-05,Arunachal Pradesh,Namsai,26
2025-05,Arunachal Pradesh,Pakke Kessang,12
2025-05,Arunachal Pradesh,Papum Pare,99
2025-05,Arunachal Pradesh,Shi-yomi,11
2025-05,Arunachal Pradesh,Siang,22
2025-05,Arunachal Pradesh,Tawang,35
2025-05,Arunachal Pradesh,Tirap,33
2025-05,Arunachal Pradesh,Upper Siang,72
2025-05,Arunachal Pradesh,Upper Subansiri,23
2025-05,Arunachal Pradesh,West Kameng,64
2025-05,Arunachal Pradesh,West Siang,79
2025-05,Assam,Bajali,44
2025-05,Assam,Baksa,460
2025-05,Assam,Barpeta,1968
2025-05,Assam,Biswanath,290
2025-05,Assam,Bongaigaon,1153
2025-05,Assam,Cachar,1268
2025-05,Assam,Charaideo,338
2025-05,Assam,Chirang,390
2025-05,Assam,Darrang,767
2025-05,Assam,Dhemaji,464
2025-05,Assam,Dhubri,2287
2025-05,Assam,Dibrugarh,630
2025-05,Assam,Dima Hasao,8
2025-05,Assam,Goalpara,946
2025-05,Assam,Golaghat,729
2025-05,Assam,Hailakandi,722
2025-05,Assam,Hojai,762
2025-05,Assam,Jorhat,381
2025-05,Assam,Kamrup,1308
2025-05,Assam,Kamrup Metro,790
2025-05,Assam,Karbi Anglong,764
2025-05,Assam,Karimganj,1053
2025-05,Assam,Kokrajhar,597
2025-05,Assam,Lakhimpur,875
2025-05,Assam,Majuli,117
2025-05,Assam,Marigaon,1203
2025-05,Assam,Nagaon,2504
2025-05,Assam,Nalbari,600
2025-05,Assam,North Cachar Hills,64
2025-05,Assam,Sibsagar,352
2025-05,Assam,Sonitpur,1098
2025-05,Assam,South Salmara Mankachar,615
2025-05,Assam,Sribhumi,233
2025-05,Assam,Tamulpur District,41
2025-05,Assam,Tinsukia,677
2025-05,Assam,Udalguri,462
2025-05,Assam,West Karbi Anglong,47
2025-05,Bihar,Araria,5024
2025-05,Bihar,Arwal,770
2025-05,Bihar,Aurangabad,3049
2025-05,Bihar,Aurangabad(BH),2
2025-05,Bihar,Aurangabad(bh),27
2025-05,Bihar,Banka,2894
2025-05,Bihar,Begusarai,3411
2025-05,Bihar,Bhabua,2
2025-05,Bihar,Bhagalpur,4421
2025-05,Bihar,Bhojpur,5513
2025-05,Bihar,Buxar,1662
2025-05,Bihar,Darbhanga,4973
2025-05,Bihar,East Champaran,6249
2025-05,Bihar,Gaya,4878
2025-05,Bihar,Gopalganj,2412
2025-05,Bihar,Jamui,1469
2025-05,Bihar,Jehanabad,1293
2025-05,Bihar,Kaimur (Bhabua),2292
2025-05,Bihar,Katihar,5738
2025-05,Bihar,Khagaria,2198
2025-05,Bihar,Kishanganj,3606
2025-05,Bihar,Lakhisarai,1194
2025-05,Bihar,Madhepura,2297
2025-05,Bihar,Madhubani,5328
2025-05,Bihar,Monghyr,3
2025-05,Bihar,Munger,1268
2025-05,Bihar,Muzaffarpur,5670
2025-05,Bihar,Nalanda,5950
2025-05,Bihar,Nawada,2590
2025-05,Bihar,Pashchim Champaran,27
2025-05,Bihar,Patna,7274
2025-05,Bihar,Purba Champaran,45
2025-05,Bihar,Purnea,157
2025-05,Bihar,Purnia,4296
2025-05,Bihar,Rohtas,2895
2025-05,Bihar,Saharsa,2235
2025-05,Bihar,Samastipur,5965
2025-05,Bihar,Samstipur,18
2025-05,Bihar,Saran,3687
2025-05,Bihar,Sheikhpura,709
2025-05,Bihar,Sheikpura,3
2025-05,Bihar,Sheohar,855
2025-05,Bihar,Sitamarhi,3978
2025-05,Bihar,Siwan,2506
2025-05,Bihar,Supaul,2594
2025-05,Bihar,Vaishali,3966
2025-05,Bihar,West Champaran,6279
2025-05,Chandigarh,Chandigarh,630
2025-05,Chhattisgarh,Balod,560
2025-05,Chhattisgarh,Baloda Bazar,1416
2025-05,Chhattisgarh,Balrampur,746
2025-05,Chhattisgarh,Bastar,739
2025-05,Chhattisgarh,Bemetara,611
2025-05,Chhattisgarh,Bijapur,217
2025-05,Chhattisgarh,Bilaspur,1932
2025-05,Chhattisgarh,Dakshin Bastar Dantewada,134
2025-05,Chhattisgarh,Dantewada,52
2025-05,Chhattisgarh,Dhamtari,467
2025-05,Chhattisgarh,Durg,1023
2025-05,Chhattisgarh,Gariyaband,459
2025-05,Chhattisgarh,Gaurela-pendra-marwahi,42
2025-05,Chhattisgarh,Janjgir - Champa,6
2025-05,Chhattisgarh,Janjgir Champa,10
2025-05,Chhattisgarh,Janjgir-champa,1130
2025-05,Chhattisgarh,Jashpur,720
2025-05,Chhattisgarh,Kabeerdham,266
2025-05,Chhattisgarh,Kanker,692
2025-05,Chhattisgarh,Kawardha,699
2025-05,Chhattisgarh,Khairagarh Chhuikhadan Gandai,149
2025-05,Chhattisgarh,Kondagaon,700
2025-05,Chhattisgarh,Korba,866
2025-05,Chhattisgarh,Koriya,451
2025-05,Chhattisgarh,Mahasamund,748
2025-05,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,154
2025-05,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,8
2025-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,316
2025-05,Chhattisgarh,Mungeli,588
2025-05,Chhattisgarh,Narayanpur,65
2025-05,Chhattisgarh,Raigarh,1018
2025-05,Chhattisgarh,Raipur,1170
2025-05,Chhattisgarh,Rajnandgaon,1599
2025-05,Chhattisgarh,Sakti,296
2025-05,Chhattisgarh,Sarangarh-Bilaigarh,179
2025-05,Chhattisgarh,Sukma,295
2025-05,Chhattisgarh,Surajpur,731
2025-05,Chhattisgarh,Surguja,1208
2025-05,Chhattisgarh,Uttar Bastar Kanker,54
2025-05,Dadra & Nagar Haveli,Dadra & Nagar Haveli,8
2025-05,Dadra and Nagar Haveli,Dadra and Nagar Haveli,112
2025-05,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,54
2025-05,Dadra and Nagar Haveli and Daman and Diu,Daman,22
2025-05,Dadra and Nagar Haveli and Daman and Diu,Diu,6
2025-05,Daman & Diu,Daman,2
2025-05,Daman & Diu,Diu,2
2025-05,Daman and Diu,Daman,16
2025-05,Daman and Diu,Diu,8
2025-05,Delhi,Central Delhi,276
2025-05,Delhi,East Delhi,1248
2025-05,Delhi,Najafgarh,2
2025-05,Delhi,New Delhi,42
2025-05,Delhi,North Delhi,417
2025-05,Delhi,North East,172
2025-05,Delhi,North East Delhi,1213
2025-05,Delhi,North West Delhi,1846
2025-05,Delhi,Shahdara,430
2025-05,Delhi,South Delhi,1873
2025-05,Delhi,South East Delhi,46
2025-05,Delhi,South West Delhi,1292
2025-05,Delhi,West Delhi,2151
2025-05,Goa,North Goa,483
2025-05,Goa,South Goa,415
2025-05,Gujarat,Ahmadabad,131
2025-05,Gujarat,Ahmedabad,3727
2025-05,Gujarat,Amreli,531
2025-05,Gujarat,Anand,705
2025-05,Gujarat,Arvalli,151
2025-05,Gujarat,Banas Kantha,24
2025-05,Gujarat,Banaskantha,1083
2025-05,Gujarat,Bharuch,650
2025-05,Gujarat,Bhavnagar,1105
2025-05,Gujarat,Botad,91
2025-05,Gujarat,Chhotaudepur,136
2025-05,Gujarat,Dahod,466
2025-05,Gujarat,Devbhumi Dwarka,81
2025-05,Gujarat,Dohad,82
2025-05,Gujarat,Gandhinagar,649
2025-05,Gujarat,Gir Somnath,125
2025-05,Gujarat,Jamnagar,408
2025-05,Gujarat,Junagadh,405
2025-05,Gujarat,Kachchh,779
2025-05,Gujarat,Kheda,684
2025-05,Gujarat,Mahesana,699
2025-05,Gujarat,Mahisagar,165
2025-05,Gujarat,Morbi,265
2025-05,Gujarat,Narmada,159
2025-05,Gujarat,Navsari,429
2025-05,Gujarat,Panch Mahals,13
2025-05,Gujarat,Panchmahals,845
2025-05,Gujarat,Patan,659
2025-05,Gujarat,Porbandar,251
2025-05,Gujarat,Rajkot,1527
2025-05,Gujarat,Sabar Kantha,3
2025-05,Gujarat,Sabarkantha,775
2025-05,Gujarat,Surat,4614
2025-05,Gujarat,Surendra Nagar,516
2025-05,Gujarat,Surendranagar,22
2025-05,Gujarat,Tapi,240
2025-05,Gujarat,The Dangs,40
2025-05,Gujarat,Vadodara,1816
2025-05,Gujarat,Valsad,682
2025-05,Haryana,Ambala,467
2025-05,Haryana,Bhiwani,672
2025-05,Haryana,Charkhi Dadri,219
2025-05,Haryana,Faridabad,1896
2025-05,Haryana,Fatehabad,402
2025-05,Haryana,Gurgaon,1914
2025-05,Haryana,Hisar,964
2025-05,Haryana,Jhajjar,424
2025-05,Haryana,Jind,536
2025-05,Haryana,Kaithal,503
2025-05,Haryana,Karnal,611
2025-05,Haryana,Kurukshetra,458
2025-05,Haryana,Mahendragarh,469
2025-05,Haryana,Mewat,892
2025-05,Haryana,Palwal,1143
2025-05,Haryana,Panchkula,424
2025-05,Haryana,Panipat,978
2025-05,Haryana,Rewari,617
2025-05,Haryana,Rohtak,501
2025-05,Haryana,Sirsa,622
2025-05,Haryana,Sonipat,776
2025-05,Haryana,Yamuna Nagar,828
2025-05,Haryana,Yamunanagar,19
2025-05,Himachal Pradesh,Bilaspur,182
2025-05,Himachal Pradesh,Chamba,409
2025-05,Himachal Pradesh,Hamirpur,147
2025-05,Himachal Pradesh,Kangra,823
2025-05,Himachal Pradesh,Kinnaur,47
2025-05,Himachal Pradesh,Kullu,176
2025-05,Himachal Pradesh,Lahaul and Spiti,1
2025-05,Himachal Pradesh,Lahul & Spiti,4
2025-05,Himachal Pradesh,Lahul and Spiti,5
2025-05,Himachal Pradesh,Mandi,334
2025-05,Himachal Pradesh,Shimla,348
2025-05,Himachal Pradesh,Sirmaur,322
2025-05,Himachal Pradesh,Solan,264
2025-05,Himachal Pradesh,Una,310
2025-05,Jammu & Kashmir,Anantnag,1
2025-05,Jammu & Kashmir,Baramula,3
2025-05,Jammu & Kashmir,Jammu,6
2025-05,Jammu & Kashmir,Rajauri,2
2025-05,Jammu and Kashmir,Anantnag,454
2025-05,Jammu and Kashmir,Badgam,177
2025-05,Jammu and Kashmir,Bandipore,236
2025-05,Jammu and Kashmir,Baramula,500
2025-05,Jammu and Kashmir,Budgam,133
2025-05,Jammu and Kashmir,Doda,244
2025-05,Jammu and Kashmir,Ganderbal,139
2025-05,Jammu and Kashmir,Jammu,501
2025-05,Jammu and Kashmir,Kargil,62
2025-05,Jammu and Kashmir,Kathua,248
2025-05,Jammu and Kashmir,Kishtwar,75
2025-05,Jammu and Kashmir,Kulgam,96
2025-05,Jammu and Kashmir,Kupwara,452
2025-05,Jammu and Kashmir,Leh,16
2025-05,Jammu and Kashmir,Pulwama,263
2025-05,Jammu and Kashmir,Punch,246
2025-05,Jammu and Kashmir,Rajouri,299
2025-05,Jammu and Kashmir,Ramban,124
2025-05,Jammu and Kashmir,Reasi,93
2025-05,Jammu and Kashmir,Samba,56
2025-05,Jammu and Kashmir,Shupiyan,109
2025-05,Jammu and Kashmir,Srinagar,676
2025-05,Jammu and Kashmir,Udhampur,202
2025-05,Jharkhand,Bokaro,769
2025-05,Jharkhand,Chatra,769
2025-05,Jharkhand,Deoghar,622
2025-05,Jharkhand,Dhanbad,1021
2025-05,Jharkhand,Dumka,1050
2025-05,Jharkhand,East Singhbhum,935
2025-05,Jharkhand,Garhwa,614
